delivery_id,order_id,delivery_date,delivery_status,is_full_delivery,warehouse_id,distance_from_hub_km,flood_affected
488,488,2025-03-29,On Time,True,WH_007,280.1,True
489,489,2025-03-24,Delayed,True,WH_006,56.49,True
490,490,2024-08-09,Delayed,False,WH_010,282.29,True
491,491,2024-12-19,Delayed,True,WH_001,70.27,False
492,492,2025-03-14,Delayed,False,WH_010,214.5,False
493,493,2025-04-04,On Time,False,WH_006,286.85,True
494,494,2025-01-18,On Time,True,WH_005,130.79,True
495,495,2024-09-23,On Time,False,WH_002,149.71,True
496,496,2025-03-04,On Time,False,WH_002,55.13,True
497,497,2025-01-20,On Time,False,WH_007,121.23,True
498,498,2024-12-27,On Time,False,WH_008,250.28,False
499,499,2025-02-21,On Time,False,WH_002,258.01,True
500,500,2024-11-06,Delayed,False,WH_007,169.11,False
501,501,2025-03-02,On Time,False,WH_006,203.47,False
502,502,2025-02-26,Delayed,True,WH_001,178.34,False
503,503,2025-03-10,On Time,True,WH_008,181.82,True
504,504,2025-03-30,Delayed,False,WH_007,69.8,False
505,505,2025-02-25,Delayed,True,WH_003,221.08,False
506,506,2025-02-28,On Time,False,WH_005,192.13,True
507,507,2025-04-02,On Time,True,WH_009,156.23,True
508,508,2025-03-27,Delayed,False,WH_006,113.72,True
509,509,2025-01-29,On Time,True,WH_008,94.89,True
510,510,2024-12-11,Delayed,True,WH_002,154.06,False
511,511,2025-02-10,Delayed,False,WH_008,205.95,False
512,512,2024-12-12,Delayed,True,WH_004,96.27,False
513,513,2024-12-09,On Time,False,WH_009,54.48,False
514,514,2024-10-07,On Time,True,WH_003,213.95,False
515,515,2024-07-02,Delayed,False,WH_005,204.62,False
516,516,2024-12-28,Delayed,False,WH_002,81.27,True
517,517,2025-01-23,On Time,True,WH_001,224.01,True
518,518,2025-02-20,On Time,True,WH_008,212.16,True
519,519,2024-08-29,Delayed,True,WH_002,125.23,False
520,520,2024-05-25,On Time,False,WH_007,55.45,True
521,521,2024-07-31,On Time,False,WH_008,167.87,False
522,522,2025-02-17,On Time,True,WH_005,192.36,False
523,523,2025-02-16,On Time,False,WH_001,75.67,False
524,524,2025-04-02,Delayed,False,WH_010,198.96,False
525,525,2024-09-30,On Time,False,WH_007,171.53,False
526,526,2024-07-27,On Time,True,WH_009,54.75,False
527,527,2024-07-05,On Time,False,WH_007,272.29,True
528,528,2025-03-20,Delayed,False,WH_008,224.38,True
529,529,2025-03-18,On Time,False,WH_004,167.31,False
530,530,2024-09-14,On Time,True,WH_010,277.27,False
531,531,2024-12-03,Delayed,True,WH_005,230.75,False
532,532,2025-04-05,Delayed,False,WH_008,249.94,True
533,533,2025-03-19,On Time,False,WH_002,216.76,True
534,534,2025-01-01,On Time,True,WH_003,201.44,True
535,535,2024-11-14,Delayed,False,WH_005,108.68,True
536,536,2025-03-02,On Time,False,WH_005,139.26,True
537,537,2025-01-10,On Time,True,WH_002,134.43,True
538,538,2024-12-30,On Time,True,WH_009,106.02,False
539,539,2024-11-16,Delayed,False,WH_001,242.52,False
540,540,2025-03-21,On Time,True,WH_001,281.66,False
541,541,2025-01-12,Delayed,True,WH_002,245.41,True
542,542,2024-11-21,On Time,True,WH_003,207.48,True
543,543,2025-04-01,Delayed,True,WH_005,227.04,False
544,544,2025-02-27,On Time,True,WH_006,133.65,True
545,545,2024-10-10,On Time,True,WH_008,292.41,True
546,546,2024-08-11,On Time,False,WH_006,121.69,True
547,547,2024-12-01,On Time,False,WH_006,228.8,False
548,548,2024-12-22,Delayed,True,WH_003,238.3,False
549,549,2025-02-04,On Time,True,WH_007,153.35,False
550,550,2025-03-16,Delayed,False,WH_001,160.64,True
551,551,2025-01-11,On Time,True,WH_006,128.7,True
552,552,2025-01-19,Delayed,True,WH_007,239.8,True
553,553,2025-01-23,On Time,False,WH_007,150.5,False
554,554,2024-09-27,Delayed,False,WH_001,256.75,True
555,555,2025-02-17,Delayed,False,WH_004,271.89,False
556,556,2025-02-27,Delayed,False,WH_004,270.24,True
557,557,2024-12-17,On Time,False,WH_007,231.27,True
558,558,2025-03-11,Delayed,True,WH_002,177.92,False
559,559,2024-12-17,Delayed,True,WH_001,56.97,False
560,560,2024-11-12,On Time,False,WH_007,296.74,True
561,561,2024-12-04,On Time,False,WH_005,206.75,False
562,562,2024-09-15,On Time,True,WH_002,162.18,True
563,563,2024-12-06,Delayed,False,WH_004,251.35,True
564,564,2025-02-11,Delayed,False,WH_005,216.73,True
565,565,2024-12-09,Delayed,True,WH_002,131.96,True
566,566,2024-05-10,Delayed,False,WH_002,86.64,False
567,567,2025-01-12,Delayed,True,WH_002,65.55,True
568,568,2025-03-01,Delayed,True,WH_008,69.52,False
569,569,2025-01-08,Delayed,False,WH_010,174.71,False
570,570,2025-01-05,Delayed,False,WH_007,255.95,True
571,571,2025-02-02,On Time,False,WH_008,82.35,True
572,572,2025-03-04,On Time,False,WH_008,58.15,True
573,573,2024-10-12,Delayed,True,WH_010,263.08,True
574,574,2025-01-13,On Time,False,WH_010,122.4,True
575,575,2025-03-31,On Time,False,WH_005,297.76,False
576,576,2025-02-22,Delayed,False,WH_001,247.8,True
577,577,2024-07-30,Delayed,True,WH_005,272.26,True
578,578,2025-02-04,On Time,False,WH_001,80.58,False
579,579,2025-03-13,On Time,True,WH_007,170.29,False
580,580,2024-10-09,Delayed,False,WH_007,168.81,True
581,581,2024-04-24,On Time,False,WH_008,216.81,True
582,582,2025-01-25,Delayed,True,WH_010,216.13,False
583,583,2024-10-19,Delayed,True,WH_007,134.75,True
584,584,2025-03-24,Delayed,False,WH_002,266.49,True
585,585,2024-08-28,Delayed,True,WH_009,71.29,True
586,586,2025-02-18,On Time,False,WH_009,274.22,True
587,587,2025-02-24,On Time,True,WH_005,246.69,True
588,588,2025-01-25,Delayed,True,WH_009,201.71,False
589,589,2024-12-03,On Time,False,WH_001,134.99,True
590,590,2024-12-08,Delayed,True,WH_009,129.35,False
591,591,2025-03-21,On Time,True,WH_002,185.44,False
592,592,2025-04-02,On Time,True,WH_005,242.08,True
593,593,2024-08-17,Delayed,False,WH_003,64.73,False
594,594,2024-10-27,On Time,True,WH_001,124.51,True
595,595,2024-10-03,Delayed,True,WH_007,273.25,False
596,596,2025-02-03,Delayed,True,WH_001,100.64,True
597,597,2025-03-21,Delayed,False,WH_002,117.32,False
598,598,2025-01-15,Delayed,False,WH_002,171.04,False
599,599,2024-12-02,On Time,True,WH_005,188.52,True
600,600,2025-03-26,On Time,True,WH_005,192.06,False
601,601,2025-03-23,On Time,True,WH_003,143.33,True
602,602,2025-03-16,On Time,False,WH_009,162.94,True
603,603,2024-06-16,Delayed,False,WH_003,50.14,False
604,604,2024-09-23,Delayed,False,WH_007,299.81,True
605,605,2025-03-18,Delayed,True,WH_003,234.8,True
606,606,2025-03-13,Delayed,True,WH_007,224.61,True
607,607,2025-01-31,Delayed,False,WH_004,202.61,False
608,608,2025-01-08,Delayed,False,WH_008,118.25,False
609,609,2024-11-15,Delayed,True,WH_008,289.75,False
610,610,2025-02-23,On Time,True,WH_001,202.2,True
611,611,2025-02-16,On Time,True,WH_007,188.95,False
612,612,2025-01-01,Delayed,True,WH_002,184.66,False
613,613,2025-03-31,On Time,False,WH_007,256.87,False
614,614,2024-12-29,Delayed,True,WH_001,81.19,False
615,615,2025-02-16,On Time,False,WH_001,105.38,True
616,616,2025-02-12,Delayed,False,WH_004,72.49,False
617,617,2025-01-26,On Time,True,WH_008,291.82,True
618,618,2025-03-09,Delayed,False,WH_010,102.27,True
619,619,2024-11-11,Delayed,True,WH_005,192.28,False
620,620,2025-01-13,On Time,True,WH_010,218.04,True
621,621,2025-02-02,On Time,True,WH_002,81.86,True
622,622,2024-07-17,Delayed,True,WH_001,297.99,False
623,623,2024-12-08,Delayed,True,WH_007,210.24,True
624,624,2024-11-23,Delayed,False,WH_007,118.51,False
625,625,2025-03-07,Delayed,False,WH_009,239.76,True
626,626,2025-03-09,On Time,False,WH_007,183.1,False
627,627,2025-03-15,On Time,False,WH_004,133.68,True
628,628,2025-03-26,On Time,False,WH_002,279.25,True
629,629,2025-04-02,On Time,False,WH_005,65.71,True
630,630,2025-03-23,On Time,False,WH_007,252.01,False
631,631,2024-10-13,Delayed,True,WH_002,168.39,False
632,632,2025-02-16,On Time,False,WH_009,248.53,True
633,633,2024-09-08,Delayed,True,WH_008,194.73,True
634,634,2025-01-01,On Time,True,WH_007,128.32,True
635,635,2024-12-17,On Time,True,WH_008,63.7,False
636,636,2024-11-19,On Time,True,WH_001,189.81,False
637,637,2024-10-02,Delayed,False,WH_002,204.33,False
638,638,2025-01-11,On Time,True,WH_008,145.98,False
639,639,2024-12-27,On Time,False,WH_001,163.52,False
640,640,2025-03-23,On Time,True,WH_002,53.07,True
641,641,2025-03-10,On Time,True,WH_009,114.07,False
642,642,2025-03-28,Delayed,False,WH_003,110.79,True
643,643,2025-01-13,On Time,True,WH_005,196.13,False
644,644,2024-06-28,Delayed,True,WH_003,167.38,False
645,645,2025-02-18,Delayed,False,WH_001,179.42,True
646,646,2025-01-13,On Time,True,WH_009,254.8,True
647,647,2025-02-15,Delayed,False,WH_004,294.13,True
648,648,2025-01-22,On Time,False,WH_004,216.97,False
649,649,2025-03-06,Delayed,False,WH_010,124.91,False
650,650,2024-05-24,On Time,True,WH_008,269.03,True
651,651,2025-03-08,Delayed,True,WH_001,209.69,True
652,652,2025-03-03,Delayed,True,WH_004,170.19,False
653,653,2024-08-16,Delayed,True,WH_007,96.06,True
654,654,2025-03-18,Delayed,True,WH_002,139.47,True
655,655,2025-03-12,On Time,False,WH_008,98.6,False
656,656,2025-02-09,On Time,True,WH_004,99.46,True
657,657,2025-01-27,On Time,False,WH_003,134.95,True
658,658,2025-04-02,On Time,True,WH_001,94.02,False
659,659,2025-03-19,On Time,True,WH_003,144.73,True
660,660,2024-07-31,Delayed,True,WH_005,164.05,False
661,661,2024-12-23,Delayed,True,WH_009,294.28,False
662,662,2024-10-20,On Time,True,WH_003,270.68,True
663,663,2024-12-25,On Time,True,WH_009,144.55,False
664,664,2025-03-01,Delayed,False,WH_004,280.25,True
665,665,2024-11-09,Delayed,True,WH_006,111.79,False
666,666,2024-07-06,On Time,False,WH_004,231.82,False
667,667,2025-01-18,On Time,True,WH_009,147.03,False
668,668,2024-10-06,Delayed,False,WH_003,130.46,False
669,669,2024-09-29,Delayed,False,WH_008,117.08,False
670,670,2024-10-09,On Time,True,WH_004,273.72,False
671,671,2025-03-28,On Time,False,WH_004,126.5,False
672,672,2025-03-16,On Time,False,WH_005,187.64,True
673,673,2024-11-01,On Time,False,WH_008,179.71,True
674,674,2025-03-30,On Time,False,WH_009,205.28,False
675,675,2024-12-31,Delayed,False,WH_007,152.24,False
676,676,2025-03-14,Delayed,False,WH_007,56.18,False
677,677,2025-02-22,On Time,False,WH_002,139.77,True
678,678,2025-02-20,Delayed,True,WH_005,281.65,True
679,679,2025-03-20,On Time,True,WH_006,59.57,True
680,680,2025-03-15,Delayed,True,WH_006,112.51,False
681,681,2025-02-07,On Time,True,WH_009,278.1,True
682,682,2024-10-25,Delayed,False,WH_006,245.78,False
683,683,2025-03-18,Delayed,True,WH_008,213.52,True
684,684,2025-01-21,Delayed,True,WH_004,230.83,True
685,685,2025-01-24,Delayed,True,WH_009,196.75,False
686,686,2024-09-27,Delayed,False,WH_002,128.27,True
687,687,2025-01-13,Delayed,False,WH_004,159.67,True
688,688,2025-03-04,Delayed,True,WH_010,268.44,False
689,689,2024-11-09,On Time,False,WH_006,134.96,False
690,690,2025-02-16,Delayed,False,WH_009,124.91,True
691,691,2024-08-19,On Time,True,WH_003,294.31,False
692,692,2024-09-23,Delayed,False,WH_004,287.17,True
693,693,2025-03-10,Delayed,True,WH_008,77.16,False
694,694,2024-09-26,Delayed,True,WH_003,76.08,True
695,695,2025-03-11,On Time,False,WH_001,96.67,True
696,696,2025-01-08,Delayed,False,WH_004,108.26,True
697,697,2025-03-24,Delayed,True,WH_006,179.63,True
698,698,2024-04-09,Delayed,False,WH_007,89.26,True
699,699,2024-12-17,On Time,False,WH_008,235.79,False
700,700,2025-03-15,On Time,True,WH_004,127.44,False
